Date,Location,Rank,Score,Corps
7/22/17,"San Antonio, TX",2nd,89.625,Santa Clara Vanguard
7/22/17,"San Antonio, TX",3rd,89.175,Carolina Crown
7/22/17,"San Antonio, TX",4th,88.025,Bluecoats
7/22/17,"San Antonio, TX",5th,87,The Cavaliers
7/22/17,"San Antonio, TX",6th,85.625,Boston Crusaders
7/22/17,"San Antonio, TX",7th,84.975,The Cadets
7/22/17,"San Antonio, TX",8th,83.35,Phantom Regiment
7/22/17,"San Antonio, TX",9th,82.525,Blue Knights
7/22/17,"San Antonio, TX",10th,80.25,Crossmen
7/22/17,"San Antonio, TX",11th,80.05,Blue Stars
7/22/17,"San Antonio, TX",12th,78.325,Mandarins
7/22/17,"San Antonio, TX",13th,78.025,Madison Scouts
7/22/17,"San Antonio, TX",14th,75.8,The Academy
7/22/17,"San Antonio, TX",15th,73.975,Troopers
7/22/17,"San Antonio, TX",16th,73.675,Colts
7/22/17,"San Antonio, TX",17th,71.425,Spirit of Atlanta
7/22/17,"San Antonio, TX",18th,70.675,Pacific Crest
7/22/17,"San Antonio, TX",20th,67.9,Genesis
7/22/17,"San Antonio, TX",21st,67,Seattle Cascades
7/22/17,"San Antonio, TX",22nd,63.525,Jersey Surf
7/24/17,"Dallas, TX",1st,91.2,Blue Devils
7/24/17,"Dallas, TX",2nd,89.8,Carolina Crown
7/24/17,"Dallas, TX",3rd,89.25,Bluecoats
7/24/17,"Dallas, TX",4th,86.25,Boston Crusaders
7/24/17,"Dallas, TX",5th,86.2,The Cadets
7/24/17,"Dallas, TX",6th,81.3,Crossmen
7/24/17,"Dallas, TX",7th,78.75,Mandarins
7/24/17,"Dallas, TX",8th,74.9,Colts
7/24/17,"Dallas, TX",9th,74.4,Troopers
7/24/17,"Dallas, TX",10th,64.35,Jersey Surf
7/24/17,"Lafayette, LA",1st,87.5,The Cavaliers
7/24/17,"Lafayette, LA",2nd,80.85,Blue Stars
7/24/17,"Lafayette, LA",3rd,80.1,Madison Scouts
7/24/17,"Lafayette, LA",4th,74,Spirit of Atlanta
7/24/17,"Lafayette, LA",5th,69.7,Genesis
7/25/17,"Mustang, OK",1st,90.9,Santa Clara Vanguard
7/25/17,"Mustang, OK",2nd,90.2,Carolina Crown
7/25/17,"Mustang, OK",3rd,86.7,The Cadets
7/25/17,"Mustang, OK",4th,77.25,The Academy
7/25/17,"Mustang, OK",5th,68.7,Seattle Cascades
7/26/17,"Cape Girardeau, MO",2nd,69.7,Music City
7/26/17,"Hattiesburg, MS",1st,92.05,Blue Devils
7/26/17,"Hattiesburg, MS",2nd,88.3,The Cavaliers
7/26/17,"Hattiesburg, MS",3rd,84,Blue Knights
7/26/17,"Hattiesburg, MS",4th,82.25,Blue Stars
7/26/17,"Hattiesburg, MS",5th,80.25,Madison Scouts
7/26/17,"Hattiesburg, MS",6th,74.85,Troopers
7/26/17,"Hattiesburg, MS",8th,71.4,Genesis
7/26/17,"Hattiesburg, MS",9th,66.5,Jersey Surf
7/26/17,"Little Rock, AR",1st,91.7,Santa Clara Vanguard
7/26/17,"Little Rock, AR",2nd,90.2,Bluecoats
7/26/17,"Little Rock, AR",3rd,88.05,Boston Crusaders
7/26/17,"Little Rock, AR",4th,86.85,The Cadets
7/26/17,"Little Rock, AR",5th,84.55,Phantom Regiment
7/26/17,"Little Rock, AR",6th,82,Crossmen
7/26/17,"Little Rock, AR",7th,79.7,Mandarins
7/26/17,"Little Rock, AR",8th,77.25,Colts
7/26/17,"Little Rock, AR",9th,69.45,Seattle Cascades
7/27/17,"Birmingham, AL",1st,88.05,Boston Crusaders
7/27/17,"Birmingham, AL",2nd,83.5,Crossmen
7/27/17,"Birmingham, AL",3rd,83.25,Blue Stars
7/27/17,"Birmingham, AL",4th,80.85,Madison Scouts
7/27/17,"Birmingham, AL",5th,80.75,Mandarins
7/27/17,"Birmingham, AL",6th,77.2,The Academy
7/27/17,"Birmingham, AL",7th,74.1,Spirit of Atlanta
7/27/17,"Birmingham, AL",9th,67.15,Jersey Surf
7/28/17,"Dothan, AL",1st,83.6,Blue Stars
7/28/17,"Dothan, AL",2nd,81.75,Madison Scouts
7/28/17,"Dothan, AL",3rd,77.05,Troopers
7/28/17,"Dothan, AL",4th,76.85,Colts
7/28/17,"Dothan, AL",5th,74.8,Spirit of Atlanta
7/28/17,"Dothan, AL",6th,72.85,Pacific Crest
7/28/17,"Dothan, AL",7th,71.05,Genesis
7/28/17,"Dothan, AL",8th,70.65,Seattle Cascades
7/28/17,"Nashville, TN",1st,92.45,Blue Devils
7/28/17,"Nashville, TN",2nd,92.35,Santa Clara Vanguard
7/28/17,"Nashville, TN",3rd,90.65,Carolina Crown
7/28/17,"Nashville, TN",4th,90.475,Bluecoats
7/28/17,"Nashville, TN",5th,88.55,The Cavaliers
7/28/17,"Nashville, TN",6th,85.95,The Cadets
7/28/17,"Nashville, TN",7th,84.45,Phantom Regiment
7/28/17,"Nashville, TN",8th,84.1,Blue Knights
7/28/17,"Nashville, TN",1st,67.85,Music City
7/29/17,"Powder Springs, GA",1st,93.138,Blue Devils
7/29/17,"Powder Springs, GA",2nd,93.125,Santa Clara Vanguard
7/29/17,"Powder Springs, GA",3rd,91.688,Carolina Crown
7/29/17,"Powder Springs, GA",4th,91.175,Bluecoats
7/29/17,"Powder Springs, GA",5th,89.85,The Cavaliers
7/29/17,"Powder Springs, GA",6th,87.638,The Cadets
7/29/17,"Powder Springs, GA",7th,85.5,Phantom Regiment
7/29/17,"Powder Springs, GA",8th,85.25,Blue Knights
7/29/17,"Powder Springs, GA",9th,83.35,Blue Stars
7/29/17,"Powder Springs, GA",10th,78.625,The Academy
7/29/17,"Powder Springs, GA",11th,76.075,Spirit of Atlanta
7/29/17,"Powder Springs, GA",12th,74.55,Pacific Crest
7/29/17,"Powder Springs, GA",14th,71.9,Genesis
7/29/17,"Powder Springs, GA",15th,71.45,Seattle Cascades
7/29/17,"Powder Springs, GA",16th,68.1,Jersey Surf
7/30/17,"Winston-Salem, NC",1st,93.925,Blue Devils
7/30/17,"Winston-Salem, NC",2nd,93.575,Santa Clara Vanguard
7/30/17,"Winston-Salem, NC",3rd,92.45,Carolina Crown
7/30/17,"Winston-Salem, NC",4th,91.2,Bluecoats
7/30/17,"Winston-Salem, NC",5th,90.2,The Cavaliers
7/30/17,"Winston-Salem, NC",6th,88.6,Boston Crusaders
7/30/17,"Winston-Salem, NC",7th,88.525,The Cadets
7/30/17,"Winston-Salem, NC",8th,85.25,Phantom Regiment
7/30/17,"Winston-Salem, NC",9th,84,Crossmen
7/30/17,"Winston-Salem, NC",10th,81.5,Madison Scouts
7/30/17,"Winston-Salem, NC",11th,80.975,Mandarins
7/30/17,"Winston-Salem, NC",12th,79.075,The Academy
7/30/17,"Winston-Salem, NC",13th,77.725,Troopers
7/30/17,"Winston-Salem, NC",14th,77.1,Colts
7/31/17,"Charleston, WV",1st,86.4,Blue Knights
7/31/17,"Charleston, WV",2nd,85.45,Phantom Regiment
7/31/17,"Charleston, WV",3rd,81.65,Mandarins
7/31/17,"Charleston, WV",4th,80.85,The Academy
7/31/17,"Charleston, WV",5th,77.75,Troopers
7/31/17,"Charleston, WV",6th,71.9,Genesis
7/31/17,"Dublin, OH",1st,92.5,Bluecoats
7/31/17,"Dublin, OH",2nd,84.7,Crossmen
7/31/17,"Dublin, OH",3rd,84.55,Blue Stars
7/31/17,"Dublin, OH",4th,78.8,Colts
7/31/17,"Dublin, OH",5th,75.1,Pacific Crest
7/31/17,"Dublin, OH",7th,71.3,Seattle Cascades
7/31/17,"Salem, VA",1st,92.625,Carolina Crown
7/31/17,"Salem, VA",2nd,89.35,Boston Crusaders
7/31/17,"Salem, VA",3rd,82.5,Madison Scouts
7/31/17,"Salem, VA",4th,76.5,Spirit of Atlanta
7/31/17,"Salem, VA",5th,69.4,Jersey Surf
8/1/17,"Annapolis, MD",1st,94.775,Blue Devils
8/1/17,"Annapolis, MD",2nd,89.5,The Cadets
8/1/17,"Annapolis, MD",3rd,83.05,Madison Scouts
8/1/17,"Annapolis, MD",4th,81.525,The Academy
8/1/17,"Annapolis, MD",5th,77.45,Spirit of Atlanta
8/1/17,"Annapolis, MD",6th,69.45,Jersey Surf
8/1/17,"Centerville, OH",1st,91.9,The Cavaliers
8/1/17,"Centerville, OH",2nd,86.15,Blue Stars
8/1/17,"Centerville, OH",3rd,82.7,Mandarins
8/1/17,"Centerville, OH",4th,79.85,Colts
8/1/17,"Centerville, OH",5th,79.65,Troopers
8/1/17,"Centerville, OH",7th,75.7,Pacific Crest
8/1/17,"Centerville, OH",8th,74.4,Genesis
8/1/17,"Centerville, OH",9th,72.5,Seattle Cascades
8/2/17,"Clifton, NJ",1st,93.9,Santa Clara Vanguard
8/2/17,"Clifton, NJ",2nd,90.35,Boston Crusaders
8/2/17,"Clifton, NJ",3rd,89.175,The Cadets
8/2/17,"Clifton, NJ",4th,86.2,Blue Knights
8/2/17,"Clifton, NJ",5th,77.55,Spirit of Atlanta
8/2/17,"Clifton, NJ",6th,70.4,Jersey Surf
8/2/17,"Oregon, IL",1st,71.7,Music City
8/3/17,"Chester, PA",1st,93.15,Carolina Crown
8/3/17,"Chester, PA",2nd,92.825,Bluecoats
8/3/17,"Chester, PA",3rd,92.45,The Cavaliers
8/3/17,"Chester, PA",4th,90.5,The Cadets
8/3/17,"Chester, PA",5th,86.35,Phantom Regiment
8/3/17,"Chester, PA",6th,84.8,Crossmen
8/3/17,"Lawrence, MA",1st,90.8,Boston Crusaders
8/3/17,"Lawrence, MA",2nd,87.55,Blue Knights
8/3/17,"Lawrence, MA",3rd,83.6,Madison Scouts
8/3/17,"Lawrence, MA",4th,81.55,The Academy
8/4/17,"Allentown, PA",1st,95.513,Blue Devils
8/4/17,"Allentown, PA",2nd,93.4,Bluecoats
8/4/17,"Allentown, PA",3rd,87,Phantom Regiment
8/4/17,"Allentown, PA",4th,86.5,Blue Stars
8/4/17,"Allentown, PA",5th,82.725,Mandarins
8/4/17,"Allentown, PA",6th,81.025,Colts
8/4/17,"Allentown, PA",7th,79.463,Troopers
8/4/17,"Allentown, PA",8th,78.063,Spirit of Atlanta
8/4/17,"Allentown, PA",9th,76.15,Pacific Crest
8/5/17,"Allentown, PA",1st,95,Santa Clara Vanguard
8/5/17,"Allentown, PA",2nd,94.463,Carolina Crown
8/5/17,"Allentown, PA",3rd,92.45,The Cavaliers
8/5/17,"Allentown, PA",4th,91.188,Boston Crusaders
8/5/17,"Allentown, PA",5th,90.838,The Cadets
8/5/17,"Allentown, PA",6th,88.488,Blue Knights
8/5/17,"Allentown, PA",7th,86.15,Crossmen
8/5/17,"Allentown, PA",8th,84,Madison Scouts
8/5/17,"Allentown, PA",9th,82.65,The Academy
8/5/17,"Allentown, PA",11th,74.875,Genesis
8/5/17,"Allentown, PA",12th,72.225,Seattle Cascades
8/5/17,"Allentown, PA",13th,70.475,Jersey Surf
8/5/17,"Avon Lake, OH",3rd,76.213,Music City
8/6/17,"Buffalo, NY",1st,95.9,Blue Devils
8/6/17,"Buffalo, NY",2nd,95.275,Santa Clara Vanguard
8/6/17,"Buffalo, NY",3rd,94.575,Carolina Crown
8/6/17,"Buffalo, NY",4th,93.725,Bluecoats
8/6/17,"Buffalo, NY",5th,89.975,The Cadets
8/6/17,"Buffalo, NY",6th,88.15,Blue Knights
8/6/17,"Buffalo, NY",7th,87.325,Phantom Regiment
8/6/17,"Buffalo, NY",8th,86.7,Blue Stars
8/6/17,"Rome, NY",1st,93.1,The Cavaliers
8/6/17,"Rome, NY",2nd,91.45,Boston Crusaders
8/6/17,"Rome, NY",3rd,84.75,Madison Scouts
8/6/17,"Rome, NY",4th,83.15,Mandarins
8/6/17,"Rome, NY",5th,80.45,Troopers
8/6/17,"Rome, NY",7th,76.45,Pacific Crest
8/6/17,"Rome, NY",8th,73.7,Genesis
8/7/17,"Erie, PA",1st,90.6,Blue Knights
8/7/17,"Erie, PA",2nd,88.775,Blue Stars
8/7/17,"Erie, PA",3rd,85.85,Madison Scouts
8/7/17,"Erie, PA",4th,83.175,The Academy
8/7/17,"Erie, PA",5th,81.8,Colts
8/7/17,"Erie, PA",6th,80.85,Troopers
8/7/17,"Erie, PA",7th,78.35,Spirit of Atlanta
8/7/17,"Erie, PA",8th,71.35,Jersey Surf
8/7/17,"Massillon, OH",1st,95.725,Santa Clara Vanguard
8/7/17,"Massillon, OH",2nd,95.575,Carolina Crown
8/7/17,"Massillon, OH",3rd,94.025,Bluecoats
8/7/17,"Massillon, OH",4th,93.675,The Cavaliers
8/7/17,"Massillon, OH",5th,91.85,Boston Crusaders
8/7/17,"Massillon, OH",6th,91.125,The Cadets
8/7/17,"Massillon, OH",7th,88.5,Phantom Regiment
8/7/17,"Massillon, OH",8th,86.45,Crossmen
8/7/17,"Michigan City, IN",4th,75.488,Music City
8/8/17,"Michigan City, IN",4th,76.763,Music City
8/10/17,"Indianpolis, IN",1st,97.363,Blue Devils
8/10/17,"Indianpolis, IN",2nd,97,Santa Clara Vanguard
8/10/17,"Indianpolis, IN",3rd,96.363,Carolina Crown
8/10/17,"Indianpolis, IN",4th,94.638,Bluecoats
8/10/17,"Indianpolis, IN",5th,94.125,The Cavaliers
8/10/17,"Indianpolis, IN",6th,93.2,Boston Crusaders
8/10/17,"Indianpolis, IN",7th,92.263,The Cadets
8/10/17,"Indianpolis, IN",8th,90.175,Blue Knights
8/10/17,"Indianpolis, IN",9th,89.15,Phantom Regiment
8/10/17,"Indianpolis, IN",10th,87.55,Blue Stars
8/10/17,"Indianpolis, IN",11th,87.425,Crossmen
8/10/17,"Indianpolis, IN",12th,86.15,Madison Scouts
8/10/17,"Indianpolis, IN",13th,84.213,Mandarins
8/10/17,"Indianpolis, IN",14th,83.45,Colts
8/10/17,"Indianpolis, IN",15th,83.075,The Academy
8/10/17,"Indianpolis, IN",17th,81.025,Troopers
8/10/17,"Indianpolis, IN",19th,80.05,Spirit of Atlanta
8/10/17,"Indianpolis, IN",21st,77.788,Pacific Crest
8/10/17,"Indianpolis, IN",23rd,76.125,Genesis
8/10/17,"Indianpolis, IN",24th,74.95,Music City
8/10/17,"Indianpolis, IN",26th,74.125,Seattle Cascades
8/10/17,"Indianpolis, IN",27th,71.613,Jersey Surf
8/11/17,"Indianpolis, IN",1st,98.113,Blue Devils
8/11/17,"Indianpolis, IN",2nd,97.7,Santa Clara Vanguard
8/11/17,"Indianpolis, IN",3rd,96.588,Carolina Crown
8/11/17,"Indianpolis, IN",4th,95.212,Bluecoats
8/11/17,"Indianpolis, IN",5th,94.925,The Cavaliers
8/11/17,"Indianpolis, IN",6th,93.4,Boston Crusaders
8/11/17,"Indianpolis, IN",7th,91.738,The Cadets
8/11/17,"Indianpolis, IN",8th,91.013,Blue Knights
8/11/17,"Indianpolis, IN",9th,89.887,Phantom Regiment
8/11/17,"Indianpolis, IN",10th,88.975,Blue Stars
8/11/17,"Indianpolis, IN",11th,88.488,Crossmen
8/11/17,"Indianpolis, IN",12th,86.475,Madison Scouts
8/11/17,"Indianpolis, IN",13th,85.55,Mandarins
8/11/17,"Indianpolis, IN",14th,84.188,The Academy
8/11/17,"Indianpolis, IN",15th,83.888,Colts
8/11/17,"Indianpolis, IN",17th,81.275,Troopers
8/11/17,"Indianpolis, IN",18th,80.075,Spirit of Atlanta
8/11/17,"Indianpolis, IN",21st,78,Pacific Crest
8/11/17,"Indianpolis, IN",23rd,76.213,Genesis
8/11/17,"Indianpolis, IN",24th,74.275,Music City
8/12/17,"Indianpolis, IN",1st,98.538,Blue Devils
8/12/17,"Indianpolis, IN",2nd,97.6,Santa Clara Vanguard
8/12/17,"Indianpolis, IN",3rd,96.575,Carolina Crown
8/12/17,"Indianpolis, IN",4th,95.2,The Cavaliers
8/12/17,"Indianpolis, IN",5th,95.163,Bluecoats
8/12/17,"Indianpolis, IN",6th,92.962,Boston Crusaders
8/12/17,"Indianpolis, IN",7th,91.675,The Cadets
8/12/17,"Indianpolis, IN",8th,90.4,Blue Knights
8/12/17,"Indianpolis, IN",9th,88.125,Phantom Regiment
8/12/17,"Indianpolis, IN",10th,87.938,Blue Stars
8/12/17,"Indianpolis, IN",11th,86.825,Crossmen
8/12/17,"Indianpolis, IN",12th,85.25,Madison Scouts
6/21/18,"Detroit, MI",1st,70.3,Bluecoats
6/21/18,"Detroit, MI",2nd,70,Carolina Crown
6/21/18,"Detroit, MI",3rd,69.35,The Cavaliers
6/21/18,"Detroit, MI",4th,67.3,Boston Crusaders
6/21/18,"Detroit, MI",5th,64,Phantom Regiment
6/21/18,"Detroit, MI",6th,62,Blue Stars
6/22/18,"Clovis, CA",1st,71.3,Blue Devils
6/22/18,"Clovis, CA",2nd,70.7,Santa Clara Vanguard
6/22/18,"Clovis, CA",3rd,66.65,Blue Knights
6/22/18,"Clovis, CA",4th,62.95,Mandarins
6/22/18,"Clovis, CA",5th,61.55,The Academy
6/22/18,"Clovis, CA",6th,58.05,Troopers
6/23/18,"Akron, OH",1st,71.6,Bluecoats
6/23/18,"Akron, OH",2nd,70.6,Carolina Crown
6/23/18,"Akron, OH",3rd,67,The Cadets
6/23/18,"Akron, OH",4th,65.7,Phantom Regiment
6/23/18,"Akron, OH",5th,63.85,Crossmen
6/23/18,"Akron, OH",6th,55.45,Genesis
6/23/18,"Stanford, CA",1st,72.7,Santa Clara Vanguard
6/23/18,"Stanford, CA",2nd,72.1,Blue Devils
6/23/18,"Stanford, CA",3rd,67.05,Blue Knights
6/23/18,"Stanford, CA",4th,64.75,Mandarins
6/23/18,"Stanford, CA",5th,63.2,The Academy
6/23/18,"Stanford, CA",6th,60.1,Troopers
6/23/18,"Whitewater, WI",1st,70.75,The Cavaliers
6/23/18,"Whitewater, WI",2nd,69.4,Boston Crusaders
6/23/18,"Whitewater, WI",3rd,63.8,Blue Stars
6/23/18,"Whitewater, WI",4th,61.45,Madison Scouts
6/23/18,"Whitewater, WI",5th,61.2,Colts
6/24/18,"Michigan City, IN",1st,72.2,The Cavaliers
6/24/18,"Michigan City, IN",2nd,70.5,Boston Crusaders
6/24/18,"Michigan City, IN",3rd,68.45,The Cadets
6/24/18,"Michigan City, IN",4th,65.7,Blue Stars
6/24/18,"Michigan City, IN",5th,63.05,Colts
6/24/18,"Michigan City, IN",6th,57.7,Genesis
6/24/18,"Sacramento, CA",1st,72.7,Blue Devils
6/24/18,"Sacramento, CA",2nd,72.45,Santa Clara Vanguard
6/24/18,"Sacramento, CA",3rd,66.8,Blue Knights
6/24/18,"Sacramento, CA",4th,66.2,Mandarins
6/24/18,"Sacramento, CA",5th,63.45,The Academy
6/24/18,"Sacramento, CA",6th,60.95,Troopers
6/25/18,"Mason, OH",1st,74.2,Bluecoats
6/25/18,"Mason, OH",2nd,73.35,Carolina Crown
6/25/18,"Mason, OH",3rd,71.3,Boston Crusaders
6/25/18,"Mason, OH",4th,66.95,Phantom Regiment
6/25/18,"Mason, OH",5th,66.75,Crossmen
6/25/18,"Mason, OH",6th,63.55,Madison Scouts
6/27/18,"Evansville, IN",1st,74,The Cavaliers
6/27/18,"Evansville, IN",2nd,69.2,Phantom Regiment
6/27/18,"Evansville, IN",3rd,66.9,Blue Stars
6/27/18,"Evansville, IN",4th,63.8,Colts
6/27/18,"Evansville, IN",5th,58.8,Genesis
6/27/18,"Evansville, IN",6th,57.3,Music City
6/28/18,"Pittsburgh, PA",1st,76.4,Bluecoats
6/28/18,"Pittsburgh, PA",2nd,73.8,Boston Crusaders
6/28/18,"Pittsburgh, PA",3rd,71.4,The Cadets
6/28/18,"Pittsburgh, PA",4th,65.7,Spirit of Atlanta
6/28/18,"Pittsburgh, PA",5th,64.2,Madison Scouts
6/29/18,"Muncie, IN",1st,75.55,Carolina Crown
6/29/18,"Muncie, IN",2nd,74.3,The Cavaliers
6/29/18,"Muncie, IN",3rd,69.75,Phantom Regiment
6/29/18,"Muncie, IN",4th,67.95,Crossmen
6/29/18,"Muncie, IN",5th,67.7,Blue Stars
6/29/18,"Muncie, IN",6th,64.85,Madison Scouts
6/29/18,"Muncie, IN",7th,64.2,Colts
6/29/18,"Muncie, IN",8th,58.35,Genesis
6/29/18,"Oceanside, CA",1st,75.55,Santa Clara Vanguard
6/29/18,"Oceanside, CA",2nd,69.25,Blue Knights
6/29/18,"Oceanside, CA",3rd,68,Mandarins
6/29/18,"Oceanside, CA",4th,63,Troopers
6/29/18,"Oceanside, CA",5th,62.35,Pacific Crest
6/30/18,"Allentown, PA",1st,78.3,Bluecoats
6/30/18,"Allentown, PA",2nd,73.2,The Cadets
6/30/18,"Allentown, PA",3rd,66.4,Spirit of Atlanta
6/30/18,"Allentown, PA",4th,60.6,Music City
6/30/18,"Lisle, IL",1st,74.4,The Cavaliers
6/30/18,"Lisle, IL",2nd,70.3,Phantom Regiment
6/30/18,"Lisle, IL",3rd,67.7,Crossmen
6/30/18,"Lisle, IL",4th,67.45,Blue Stars
6/30/18,"Lisle, IL",5th,63.95,Colts
6/30/18,"Lisle, IL",6th,59.15,Genesis
6/30/18,"Pasadena, CA",1st,77.75,Santa Clara Vanguard
6/30/18,"Pasadena, CA",2nd,77,Blue Devils
6/30/18,"Pasadena, CA",3rd,71.05,Blue Knights
6/30/18,"Pasadena, CA",4th,69.7,Mandarins
6/30/18,"Pasadena, CA",5th,66.65,The Academy
6/30/18,"Pasadena, CA",6th,64.4,Troopers
6/30/18,"Pasadena, CA",7th,63.05,Pacific Crest
7/1/18,"La Crosse, WI",1st,75.8,The Cavaliers
7/1/18,"La Crosse, WI",2nd,71.9,Phantom Regiment
7/1/18,"La Crosse, WI",3rd,70.05,Crossmen
7/1/18,"La Crosse, WI",4th,69.95,Blue Stars
7/1/18,"La Crosse, WI",5th,66.1,Madison Scouts
7/1/18,"La Crosse, WI",6th,65.1,Colts
7/1/18,"La Crosse, WI",7th,59.95,Genesis
7/1/18,"Lawrence, MA",1st,79.05,Bluecoats
7/1/18,"Lawrence, MA",2nd,77.95,Carolina Crown
7/1/18,"Lawrence, MA",3rd,76.85,Boston Crusaders
7/1/18,"Lawrence, MA",4th,73.8,The Cadets
7/1/18,"Lawrence, MA",5th,68.8,Spirit of Atlanta
7/1/18,"Riverside, CA",1st,78.8,Santa Clara Vanguard
7/1/18,"Riverside, CA",2nd,78.05,Blue Devils
7/1/18,"Riverside, CA",3rd,72.2,Blue Knights
7/1/18,"Riverside, CA",4th,70.75,Mandarins
7/1/18,"Riverside, CA",5th,68.3,The Academy
